Total.Household.Income,Region,Total.Food.Expenditure,Household.Head.Sex,Household.Head.Age,Type.of.Household,Total.Number.of.Family.members,House.Floor.Area,House.Age,Number.of.bedrooms,Electricity
110785,IX - Zasmboanga Peninsula,58254,Male,48,Single Family,4,40,10,2,1
70774,IX - Zasmboanga Peninsula,44507,Male,43,Single Family,5,36,23,2,1
29664,IX - Zasmboanga Peninsula,13520,Female,77,Single Family,1,16,5,1,1
75895,IX - Zasmboanga Peninsula,35794,Male,44,Single Family,5,18,4,1,0
77300,IX - Zasmboanga Peninsula,47779,Male,40,Single Family,8,35,3,2,1
64395,IX - Zasmboanga Peninsula,31570,Male,65,Extended Family,6,15,3,1,0
69165,IX - Zasmboanga Peninsula,27364,Male,48,Single Family,3,11,3,1,1
66225,IX - Zasmboanga Peninsula,37410,Male,49,Single Family,3,15,21,2,1
88797,IX - Zasmboanga Peninsula,42035,Male,51,Single Family,3,15,3,1,1
144848,IX - Zasmboanga Peninsula,39058,Male,27,Single Family,4,15,3,1,0
86500,IX - Zasmboanga Peninsula,49066,Male,32,Single Family,6,18,3,1,1
92670,IX - Zasmboanga Peninsula,40105,Male,52,Single Family,4,18,3,1,1
119715,IX - Zasmboanga Peninsula,61996,Male,56,Extended Family,6,15,4,1,0
32380,IX - Zasmboanga Peninsula,11035,Female,69,Single Family,1,15,6,1,1
50538,IX - Zasmboanga Peninsula,26870,Male,60,Single Family,2,30,3,2,0
43296,IX - Zasmboanga Peninsula,21679,Female,65,Single Family,2,15,5,1,0
66370,IX - Zasmboanga Peninsula,35485,Male,31,Single Family,4,15,5,1,0
25611,IX - Zasmboanga Peninsula,10773,Female,39,Single Family,1,9,3,0,1
68810,IX - Zasmboanga Peninsula,29206,Male,29,Single Family,3,15,6,1,0
99555,IX - Zasmboanga Peninsula,39966,Male,30,Single Family,5,13,4,1,1
122995,IX - Zasmboanga Peninsula,54952,Male,39,Single Family,5,21,5,1,1
142464,IX - Zasmboanga Peninsula,66879,Male,52,Single Family,5,44,19,1,1
111105,IX - Zasmboanga Peninsula,37756,Male,38,Single Family,2,18,4,1,1
76768,IX - Zasmboanga Peninsula,24499,Male,47,Single Family,2,17,3,1,1
79920,IX - Zasmboanga Peninsula,34827,Male,46,Single Family,1,11,23,1,1
121810,IX - Zasmboanga Peninsula,71678,Female,66,Extended Family,7,40,25,2,1
73134,IX - Zasmboanga Peninsula,37643,Female,65,Extended Family,4,21,15,1,0
144880,IX - Zasmboanga Peninsula,65437,Male,53,Extended Family,4,36,15,2,1
117380,IX - Zasmboanga Peninsula,53646,Male,53,Single Family,4,16,13,1,1
173020,IX - Zasmboanga Peninsula,78141,Female,72,Extended Family,4,36,45,1,1
64252,IX - Zasmboanga Peninsula,34610,Male,64,Extended Family,4,40,7,1,1
309150,IX - Zasmboanga Peninsula,97102,Male,49,Single Family,3,50,25,2,1
417020,IX - Zasmboanga Peninsula,136021,Male,41,Single Family,5,32,19,3,1
304890,IX - Zasmboanga Peninsula,73799,Male,45,Single Family,5,56,8,1,1
117140,IX - Zasmboanga Peninsula,48133,Male,51,Single Family,4,40,12,1,0
144500,IX - Zasmboanga Peninsula,68041,Male,39,Single Family,5,22,7,1,1
65641,IX - Zasmboanga Peninsula,27376,Male,71,Single Family,2,13,18,1,1
203075,IX - Zasmboanga Peninsula,95151,Male,27,Extended Family,6,60,13,2,1
151025,IX - Zasmboanga Peninsula,79098,Male,54,Single Family,4,45,6,2,1
43574,IX - Zasmboanga Peninsula,21576,Male,50,Single Family,2,40,13,1,0
149945,IX - Zasmboanga Peninsula,63009,Female,55,Extended Family,5,50,28,2,1
157180,IX - Zasmboanga Peninsula,71844,Male,55,Single Family,5,20,4,2,1
262716,IX - Zasmboanga Peninsula,67250,Male,55,Single Family,2,50,21,2,1
947640,IX - Zasmboanga Peninsula,95015,Male,52,Single Family,3,48,12,6,1
153345,IX - Zasmboanga Peninsula,98263,Male,51,Single Family,3,14,8,1,1
129958,IX - Zasmboanga Peninsula,58873,Female,50,Single Family,5,15,14,1,1
48454,IX - Zasmboanga Peninsula,23305,Female,79,Extended Family,2,14,40,1,1
114801,IX - Zasmboanga Peninsula,62083,Male,40,Single Family,4,15,14,1,1
124254,IX - Zasmboanga Peninsula,73138,Male,54,Single Family,6,13,3,2,1
149901,IX - Zasmboanga Peninsula,82476,Male,37,Single Family,6,32,17,2,1
168292,IX - Zasmboanga Peninsula,48834,Female,66,Single Family,2,18,42,2,1
87690,IX - Zasmboanga Peninsula,44311,Male,49,Single Family,5,16,9,1,0
101441,IX - Zasmboanga Peninsula,35003,Female,73,Extended Family,2,15,23,2,1
81790,IX - Zasmboanga Peninsula,35580,Male,38,Single Family,4,26,5,1,1
164363,IX - Zasmboanga Peninsula,71216,Male,46,Single Family,4,18,24,2,1
78097,IX - Zasmboanga Peninsula,38164,Male,28,Single Family,5,22,3,1,1
86360,IX - Zasmboanga Peninsula,59037,Male,59,Extended Family,4,26,7,2,1
97347,IX - Zasmboanga Peninsula,46877,Male,58,Two or More Nonrelated Persons/Members,4,18,3,1,0
130400,IX - Zasmboanga Peninsula,73877,Male,43,Single Family,5,20,15,1,1
324996,IX - Zasmboanga Peninsula,82699,Male,58,Single Family,3,22,18,2,1
147465,IX - Zasmboanga Peninsula,66698,Male,65,Single Family,7,18,11,1,0
97100,IX - Zasmboanga Peninsula,59631,Male,41,Single Family,7,32,3,2,1
175028,IX - Zasmboanga Peninsula,55600,Female,60,Single Family,3,18,13,1,1
86925,IX - Zasmboanga Peninsula,42317,Female,59,Two or More Nonrelated Persons/Members,3,18,14,2,1
368554,IX - Zasmboanga Peninsula,114644,Female,50,Two or More Nonrelated Persons/Members,8,24,7,2,1
191700,IX - Zasmboanga Peninsula,104469,Male,42,Single Family,5,20,9,1,1
118606,IX - Zasmboanga Peninsula,56863,Male,33,Single Family,4,18,7,1,1
105680,IX - Zasmboanga Peninsula,54261,Male,64,Single Family,3,26,5,2,1
104380,IX - Zasmboanga Peninsula,65580,Male,39,Single Family,7,18,3,0,0
105110,IX - Zasmboanga Peninsula,55220,Male,48,Single Family,3,32,10,3,1
101820,IX - Zasmboanga Peninsula,59451,Male,50,Single Family,6,42,6,2,1
69780,IX - Zasmboanga Peninsula,39186,Female,75,Extended Family,2,20,26,1,0
577503,IX - Zasmboanga Peninsula,93508,Male,55,Single Family,3,56,15,4,1
141035,IX - Zasmboanga Peninsula,71965,Male,55,Single Family,5,42,15,2,1
46020,IX - Zasmboanga Peninsula,23293,Male,74,Single Family,2,16,25,0,0
30395,IX - Zasmboanga Peninsula,10172,Female,82,Single Family,1,50,25,0,0
50040,IX - Zasmboanga Peninsula,24686,Female,71,Single Family,2,20,13,1,1
165740,IX - Zasmboanga Peninsula,69127,Male,51,Single Family,2,48,30,2,1
75730,IX - Zasmboanga Peninsula,41555,Female,85,Extended Family,3,20,17,1,1
306116,IX - Zasmboanga Peninsula,109749,Male,49,Single Family,6,60,20,2,1
348270,IX - Zasmboanga Peninsula,109631,Female,64,Extended Family,6,30,15,0,1
579188,IX - Zasmboanga Peninsula,83129,Male,46,Extended Family,3,56,35,2,1
339904,IX - Zasmboanga Peninsula,148906,Male,52,Extended Family,7,23,21,2,1
202650,IX - Zasmboanga Peninsula,83390,Male,45,Single Family,5,26,20,2,1
152100,IX - Zasmboanga Peninsula,85627,Male,43,Extended Family,5,36,15,2,1
447000,IX - Zasmboanga Peninsula,130705,Female,76,Single Family,2,48,55,3,1
322456,IX - Zasmboanga Peninsula,90599,Male,38,Single Family,4,50,15,2,1
419350,IX - Zasmboanga Peninsula,87295,Male,53,Single Family,5,90,20,3,1
180750,IX - Zasmboanga Peninsula,86224,Male,50,Single Family,5,43,15,2,1
118704,IX - Zasmboanga Peninsula,51707,Female,55,Extended Family,3,32,10,2,1
230525,IX - Zasmboanga Peninsula,113689,Male,60,Single Family,3,40,15,2,1
295801,IX - Zasmboanga Peninsula,109856,Male,41,Extended Family,5,56,29,4,1
140940,IX - Zasmboanga Peninsula,83803,Male,48,Single Family,8,11,20,1,1
115330,IX - Zasmboanga Peninsula,65288,Male,35,Single Family,4,30,20,0,1
120320,IX - Zasmboanga Peninsula,70420,Male,25,Single Family,3,30,15,1,1
148340,IX - Zasmboanga Peninsula,94715,Male,68,Single Family,9,15,35,1,1
116520,IX - Zasmboanga Peninsula,65922,Male,60,Extended Family,6,11,25,1,1
119600,IX - Zasmboanga Peninsula,78850,Male,30,Single Family,4,25,25,0,1
123040,IX - Zasmboanga Peninsula,82213,Female,65,Extended Family,5,25,17,0,1
108990,IX - Zasmboanga Peninsula,67529,Male,34,Single Family,4,35,16,0,1
116000,IX - Zasmboanga Peninsula,70080,Male,45,Single Family,6,11,9,0,1
125420,IX - Zasmboanga Peninsula,70727,Male,30,Single Family,4,11,15,0,1
135900,IX - Zasmboanga Peninsula,62526,Female,51,Extended Family,5,30,7,2,1
139470,IX - Zasmboanga Peninsula,83615,Male,40,Single Family,7,30,20,0,1
160650,IX - Zasmboanga Peninsula,105810,Male,70,Extended Family,12,30,30,0,0
149940,IX - Zasmboanga Peninsula,94641,Female,62,Extended Family,7,11,30,0,1
113220,IX - Zasmboanga Peninsula,60226,Female,32,Single Family,5,15,15,2,1
137380,IX - Zasmboanga Peninsula,73533,Male,30,Extended Family,4,7,16,0,1
129765,IX - Zasmboanga Peninsula,84062,Male,35,Single Family,7,35,45,1,0
113850,IX - Zasmboanga Peninsula,63485,Male,30,Single Family,4,13,16,0,1
121065,IX - Zasmboanga Peninsula,74532,Male,40,Single Family,7,11,15,0,1
146250,IX - Zasmboanga Peninsula,87711,Male,36,Extended Family,7,11,17,1,1
204340,IX - Zasmboanga Peninsula,66080,Male,63,Extended Family,7,11,17,2,1
273330,IX - Zasmboanga Peninsula,86378,Male,40,Single Family,3,26,45,2,1
203067,IX - Zasmboanga Peninsula,95990,Female,60,Single Family,4,13,20,2,1
183475,IX - Zasmboanga Peninsula,89286,Male,41,Extended Family,7,12,30,2,1
282838,IX - Zasmboanga Peninsula,137299,Male,49,Single Family,4,43,28,4,1
369156,IX - Zasmboanga Peninsula,137263,Male,56,Two or More Nonrelated Persons/Members,5,70,30,4,1
169134,IX - Zasmboanga Peninsula,80107,Female,73,Extended Family,3,32,35,2,1
436602,IX - Zasmboanga Peninsula,128860,Male,59,Extended Family,4,65,30,3,1
140520,IX - Zasmboanga Peninsula,51067,Male,48,Extended Family,2,7,20,1,0
279257,IX - Zasmboanga Peninsula,84742,Female,80,Extended Family,4,51,52,3,1
260300,IX - Zasmboanga Peninsula,95767,Male,55,Extended Family,6,43,30,2,1
152637,IX - Zasmboanga Peninsula,83468,Male,57,Extended Family,10,26,15,2,1
138435,IX - Zasmboanga Peninsula,36291,Female,66,Single Family,1,36,25,2,1
287494,IX - Zasmboanga Peninsula,96636,Male,58,Extended Family,8,32,30,3,1
93670,IX - Zasmboanga Peninsula,50604,Female,55,Extended Family,3,13,35,2,1
387800,IX - Zasmboanga Peninsula,142707,Male,92,Extended Family,4,65,65,4,1
258920,IX - Zasmboanga Peninsula,79745,Male,56,Single Family,4,65,30,3,1
140615,IX - Zasmboanga Peninsula,51370,Male,73,Single Family,2,70,15,3,1
180442,IX - Zasmboanga Peninsula,95706,Male,49,Single Family,6,26,20,3,1
142610,IX - Zasmboanga Peninsula,62210,Male,43,Single Family,6,75,4,2,1
111917,IX - Zasmboanga Peninsula,54601,Male,65,Single Family,2,20,17,2,1
195580,IX - Zasmboanga Peninsula,89424,Male,41,Single Family,8,40,35,3,1
364140,IX - Zasmboanga Peninsula,105792,Male,52,Extended Family,6,43,20,3,1
53478,IX - Zasmboanga Peninsula,28843,Female,71,Single Family,4,17,73,2,0
85501,IX - Zasmboanga Peninsula,44513,Male,71,Single Family,2,15,20,2,1
169649,IX - Zasmboanga Peninsula,67029,Female,48,Single Family,2,20,15,2,1
173879,IX - Zasmboanga Peninsula,21945,Male,38,Single Family,1,32,20,2,1
142457,IX - Zasmboanga Peninsula,51263,Female,70,Extended Family,5,56,30,2,1
148630,IX - Zasmboanga Peninsula,79243,Female,45,Single Family,6,11,18,2,1
118532,IX - Zasmboanga Peninsula,59326,Male,30,Single Family,6,11,15,1,1
327270,IX - Zasmboanga Peninsula,82966,Male,45,Single Family,3,98,17,4,1
342083,IX - Zasmboanga Peninsula,102700,Male,43,Extended Family,9,25,16,2,1
80276,IX - Zasmboanga Peninsula,43287,Female,65,Single Family,4,40,70,2,1
212135,IX - Zasmboanga Peninsula,99796,Female,57,Extended Family,6,36,18,3,1
153571,IX - Zasmboanga Peninsula,81135,Male,57,Extended Family,10,26,36,2,1
163444,IX - Zasmboanga Peninsula,80172,Male,62,Extended Family,6,25,18,2,1
203560,IX - Zasmboanga Peninsula,82482,Male,55,Single Family,5,40,19,2,1
246510,IX - Zasmboanga Peninsula,109521,Male,51,Single Family,7,40,22,2,1
285300,IX - Zasmboanga Peninsula,149327,Male,30,Extended Family,12,20,35,2,1
205590,IX - Zasmboanga Peninsula,83441,Female,42,Extended Family,5,43,35,2,1
